label,path
1,croped\Ag1148_0_0_0_0.png
0,croped\Ag115_0_0_0_0.png
1,croped\Ag1150_0_0_0_0.png
1,croped\Ag1151_0_0_0_0.png
1,croped\Ag1153_0_0_0_0.png
1,croped\Ag1156_0_0_0_0.png
1,croped\Ag1157_0_0_0_0.png
1,croped\Ag1158_0_0_0_0.png
1,croped\Ag1159_0_0_0_0.png
0,croped\Ag116_0_0_0_0.png
1,croped\Ag1160_0_0_0_0.png
1,croped\Ag1161_0_0_0_0.png
1,croped\Ag1162_0_0_0_0.png
1,croped\Ag1163_0_0_0_0.png
1,croped\Ag1164_0_0_0_0.png
1,croped\Ag1165_0_0_0_0.png
1,croped\Ag1166_0_0_0_0.png
1,croped\Ag1167_0_0_0_0.png
1,croped\Ag1168_0_0_0_0.png
1,croped\Ag1169_0_0_0_0.png
1,croped\Ag1170_0_0_0_0.png
1,croped\Ag1174_0_0_0_0.png
1,croped\Ag1176_0_0_0_0.png
1,croped\Ag1177_0_0_0_0.png
1,croped\Ag1179_0_0_0_0.png
1,croped\Ag1180_0_0_0_0.png
1,croped\Ag1183_0_0_0_0.png
1,croped\Ag1186_0_0_0_0.png
1,croped\Ag1188_0_0_0_0.png
1,croped\Ag1189_0_0_0_0.png
1,croped\Ag1192_0_0_0_0.png
1,croped\Ag1193_0_0_0_0.png
1,croped\Ag1194_0_0_0_0.png
1,croped\Ag1195_0_0_0_0.png
1,croped\Ag1196_0_0_0_0.png
1,croped\Ag1197_0_0_0_0.png
1,croped\Ag1198_0_0_0_0.png
1,croped\Ag1199_0_0_0_0.png
4,croped\Ag12_0_0_0_0.png
4,croped\Ag120_0_0_0_0.png
1,croped\Ag1200_0_0_0_0.png
1,croped\Ag1201_0_0_0_0.png
1,croped\Ag1202_0_0_0_0.png
1,croped\Ag1203_0_0_0_0.png
1,croped\Ag1204_0_0_0_0.png
1,croped\Ag1205_0_0_0_0.png
1,croped\Ag1206_0_0_0_0.png
1,croped\Ag1207_0_0_0_0.png
1,croped\Ag1208_0_0_0_0.png
1,croped\Ag1209_0_0_0_0.png
4,croped\Ag121_0_0_0_0.png
1,croped\Ag1210_0_0_0_0.png
1,croped\Ag1211_0_0_0_0.png
1,croped\Ag1212_0_0_0_0.png
1,croped\Ag1214_0_0_0_0.png
1,croped\Ag1215_0_0_0_0.png
1,croped\Ag1217_0_0_0_0.png
1,croped\Ag1219_0_0_0_0.png
4,croped\Ag122_0_0_0_0.png
1,croped\Ag1220_0_0_0_0.png
1,croped\Ag1221_0_0_0_0.png
1,croped\Ag1224_0_0_0_0.png
1,croped\Ag1226_0_0_0_0.png
1,croped\Ag1227_0_0_0_0.png
1,croped\Ag1228_0_0_0_0.png
1,croped\Ag1229_0_0_0_0.png
1,croped\Ag1231_0_0_0_0.png
1,croped\Ag1232_0_0_0_0.png
1,croped\Ag1235_0_0_0_0.png
1,croped\Ag1236_0_0_0_0.png
1,croped\Ag1239_0_0_0_0.png
1,croped\Ag1240_0_0_0_0.png
1,croped\Ag1241_0_0_0_0.png
1,croped\Ag1243_0_0_0_0.png
1,croped\Ag1244_0_0_0_0.png
1,croped\Ag1246_0_0_0_0.png
1,croped\Ag1247_0_0_0_0.png
1,croped\Ag1248_0_0_0_0.png
1,croped\Ag1249_0_0_0_0.png
4,croped\Ag125_0_0_0_0.png
1,croped\Ag1250_0_0_0_0.png
1,croped\Ag1253_0_0_0_0.png
1,croped\Ag1254_0_0_0_0.png
1,croped\Ag1255_0_0_0_0.png
1,croped\Ag1256_0_0_0_0.png
1,croped\Ag1258_0_0_0_0.png
1,croped\Ag1259_0_0_0_0.png
1,croped\Ag1261_0_0_0_0.png
1,croped\Ag1262_0_0_0_0.png
1,croped\Ag1263_0_0_0_0.png
1,croped\Ag1264_0_0_0_0.png
1,croped\Ag1265_0_0_0_0.png
1,croped\Ag1266_0_0_0_0.png
1,croped\Ag1267_0_0_0_0.png
1,croped\Ag1269_0_0_0_0.png
1,croped\Ag1270_0_0_0_0.png
1,croped\Ag1271_0_0_0_0.png
1,croped\Ag1273_0_0_0_0.png
1,croped\Ag1274_0_0_0_0.png
1,croped\Ag1275_0_0_0_0.png
1,croped\Ag1276_0_0_0_0.png
1,croped\Ag1277_0_0_0_0.png
1,croped\Ag1278_0_0_0_0.png
1,croped\Ag1279_0_0_0_0.png
4,croped\Ag128_0_0_0_0.png
1,croped\Ag1281_0_0_0_0.png
1,croped\Ag1282_0_0_0_0.png
1,croped\Ag1283_0_0_0_0.png
1,croped\Ag1285_0_0_0_0.png
1,croped\Ag1286_0_0_0_0.png
1,croped\Ag1287_0_0_0_0.png
1,croped\Ag1289_0_0_0_0.png
0,croped\Ag129_0_0_0_0.png
1,croped\Ag1291_0_0_0_0.png
1,croped\Ag1292_0_0_0_0.png
1,croped\Ag1293_0_0_0_0.png
1,croped\Ag1294_0_0_0_0.png
1,croped\Ag1295_0_0_0_0.png
1,croped\Ag1297_0_0_0_0.png
1,croped\Ag1299_0_0_0_0.png
0,croped\Ag130_0_0_0_0.png
1,croped\Ag1300_0_0_0_0.png
1,croped\Ag1301_0_0_0_0.png
1,croped\Ag1302_0_0_0_0.png
1,croped\Ag1303_0_0_0_0.png
1,croped\Ag1304_0_0_0_0.png
1,croped\Ag1305_0_0_0_0.png
1,croped\Ag1306_0_0_0_0.png
1,croped\Ag1308_0_0_0_0.png
1,croped\Ag1309_0_0_0_0.png
0,croped\Ag131_0_0_0_0.png
1,croped\Ag1310_0_0_0_0.png
1,croped\Ag1311_0_0_0_0.png
1,croped\Ag1312_0_0_0_0.png
1,croped\Ag1313_0_0_0_0.png
1,croped\Ag1315_0_0_0_0.png
1,croped\Ag1316_0_0_0_0.png
1,croped\Ag1317_0_0_0_0.png
0,croped\Ag132_0_0_0_0.png
1,croped\Ag1320_0_0_0_0.png
1,croped\Ag1321_0_0_0_0.png
1,croped\Ag1323_0_0_0_0.png
1,croped\Ag1324_0_0_0_0.png
1,croped\Ag1328_0_0_0_0.png
1,croped\Ag1329_0_0_0_0.png
0,croped\Ag133_0_0_0_0.png
1,croped\Ag1330_0_0_0_0.png
1,croped\Ag1331_0_0_0_0.png
1,croped\Ag1332_0_0_0_0.png
1,croped\Ag1334_0_0_0_0.png
1,croped\Ag1336_0_0_0_0.png
1,croped\Ag1337_0_0_0_0.png
1,croped\Ag1339_0_0_0_0.png
4,croped\Ag134_0_0_0_0.png
1,croped\Ag1341_0_0_0_0.png
1,croped\Ag1343_0_0_0_0.png
1,croped\Ag1344_0_0_0_0.png
1,croped\Ag1345_0_0_0_0.png
1,croped\Ag1346_0_0_0_0.png
1,croped\Ag1348_0_0_0_0.png
1,croped\Ag1349_0_0_0_0.png
0,croped\Ag135_0_0_0_0.png
1,croped\Ag1350_0_0_0_0.png
1,croped\Ag1351_0_0_0_0.png
1,croped\Ag1352_0_0_0_0.png
1,croped\Ag1353_0_0_0_0.png
1,croped\Ag1354_0_0_0_0.png
1,croped\Ag1355_0_0_0_0.png
1,croped\Ag1356_0_0_0_0.png
1,croped\Ag1357_0_0_0_0.png
1,croped\Ag1358_0_0_0_0.png
1,croped\Ag1359_0_0_0_0.png
0,croped\Ag136_0_0_0_0.png
1,croped\Ag1360_0_0_0_0.png
1,croped\Ag1361_0_0_0_0.png
1,croped\Ag1362_0_0_0_0.png
1,croped\Ag1364_0_0_0_0.png
1,croped\Ag1365_0_0_0_0.png
1,croped\Ag1367_0_0_0_0.png
1,croped\Ag1369_0_0_0_0.png
0,croped\Ag137_0_0_0_0.png
1,croped\Ag1370_0_0_0_0.png
1,croped\Ag1371_0_0_0_0.png
1,croped\Ag1373_0_0_0_0.png
1,croped\Ag1374_0_0_0_0.png
1,croped\Ag1375_0_0_0_0.png
1,croped\Ag1376_0_0_0_0.png
1,croped\Ag1378_0_0_0_0.png
6,croped\Ag138_0_0_0_0.png
1,croped\Ag1381_0_0_0_0.png
1,croped\Ag1382_0_0_0_0.png
1,croped\Ag1383_0_0_0_0.png
1,croped\Ag1384_0_0_0_0.png
1,croped\Ag1385_0_0_0_0.png
1,croped\Ag1387_0_0_0_0.png
1,croped\Ag1388_0_0_0_0.png
1,croped\Ag1389_0_0_0_0.png
1,croped\Ag1390_0_0_0_0.png
1,croped\Ag1394_0_0_0_0.png
1,croped\Ag1395_0_0_0_0.png
1,croped\Ag1396_0_0_0_0.png
1,croped\Ag1398_0_0_0_0.png
1,croped\Ag1399_0_0_0_0.png
4,croped\Ag14_0_0_0_0.png
6,croped\Ag140_0_0_0_0.png
1,croped\Ag1400_0_0_0_0.png
1,croped\Ag1401_0_0_0_0.png
1,croped\Ag1406_0_0_0_0.png
1,croped\Ag1409_0_0_0_0.png
6,croped\Ag141_0_0_0_0.png
1,croped\Ag1410_0_0_0_0.png
1,croped\Ag1411_0_0_0_0.png
1,croped\Ag1412_0_0_0_0.png
1,croped\Ag1413_0_0_0_0.png
1,croped\Ag1414_0_0_0_0.png
1,croped\Ag1415_0_0_0_0.png
1,croped\Ag1416_0_0_0_0.png
1,croped\Ag1417_0_0_0_0.png
1,croped\Ag1418_0_0_0_0.png
1,croped\Ag1419_0_0_0_0.png
4,croped\Ag142_0_0_0_0.png
1,croped\Ag1421_0_0_0_0.png
1,croped\Ag1422_0_0_0_0.png
1,croped\Ag1424_0_0_0_0.png
1,croped\Ag1425_0_0_0_0.png
1,croped\Ag1426_0_0_0_0.png
1,croped\Ag1427_0_0_0_0.png
1,croped\Ag1429_0_0_0_0.png
4,croped\Ag143_0_0_0_0.png
1,croped\Ag1430_0_0_0_0.png
1,croped\Ag1431_0_0_0_0.png
1,croped\Ag1432_0_0_0_0.png
1,croped\Ag1433_0_0_0_0.png
1,croped\Ag1434_0_0_0_0.png
1,croped\Ag1435_0_0_0_0.png
1,croped\Ag1436_0_0_0_0.png
1,croped\Ag1438_0_0_0_0.png
4,croped\Ag144_0_0_0_0.png
1,croped\Ag1440_0_0_0_0.png
1,croped\Ag1441_0_0_0_0.png
1,croped\Ag1444_0_0_0_0.png
1,croped\Ag1445_0_0_0_0.png
1,croped\Ag1446_0_0_0_0.png
1,croped\Ag1447_0_0_0_0.png
1,croped\Ag1450_0_0_0_0.png
1,croped\Ag1451_0_0_0_0.png
1,croped\Ag1453_0_0_0_0.png
1,croped\Ag1454_0_0_0_0.png
1,croped\Ag1456_0_0_0_0.png
1,croped\Ag1457_0_0_0_0.png
1,croped\Ag1458_0_0_0_0.png
4,croped\Ag146_0_0_0_0.png
1,croped\Ag1460_0_0_0_0.png
1,croped\Ag1462_0_0_0_0.png
1,croped\Ag1464_0_0_0_0.png
1,croped\Ag1465_0_0_0_0.png
1,croped\Ag1466_0_0_0_0.png
1,croped\Ag1467_0_0_0_0.png
1,croped\Ag1468_0_0_0_0.png
1,croped\Ag1469_0_0_0_0.png
4,croped\Ag147_0_0_0_0.png
1,croped\Ag1470_0_0_0_0.png
1,croped\Ag1471_0_0_0_0.png
1,croped\Ag1473_0_0_0_0.png
1,croped\Ag1474_0_0_0_0.png
1,croped\Ag1475_0_0_0_0.png
1,croped\Ag1476_0_0_0_0.png
1,croped\Ag1477_0_0_0_0.png
1,croped\Ag1478_0_0_0_0.png
1,croped\Ag1479_0_0_0_0.png
1,croped\Ag1480_0_0_0_0.png
1,croped\Ag1482_0_0_0_0.png
1,croped\Ag1484_0_0_0_0.png
1,croped\Ag1486_0_0_0_0.png
1,croped\Ag1487_0_0_0_0.png
1,croped\Ag1488_0_0_0_0.png
1,croped\Ag1489_0_0_0_0.png
1,croped\Ag1490_0_0_0_0.png
1,croped\Ag1491_0_0_0_0.png
1,croped\Ag1493_0_0_0_0.png
1,croped\Ag1494_0_0_0_0.png
1,croped\Ag1495_0_0_0_0.png
2,croped\Ag1496_0_0_0_0.png
6,croped\Ag1497_0_0_0_0.png
2,croped\Ag1498_0_0_0_0.png
6,croped\Ag1499_0_0_0_0.png
4,croped\Ag15_0_0_0_0.png
4,croped\Ag150_0_0_0_0.png
2,croped\Ag1500_0_0_0_0.png
5,croped\Ag1501_0_0_0_0.png
2,croped\Ag1502_0_0_0_0.png
5,croped\Ag1503_0_0_0_0.png
2,croped\Ag1505_0_0_0_0.png
2,croped\Ag1506_0_0_0_0.png
5,croped\Ag1509_0_0_0_0.png
2,croped\Ag1510_0_0_0_0.png
2,croped\Ag1511_0_0_0_0.png
5,croped\Ag1513_0_0_0_0.png
5,croped\Ag1514_0_0_0_0.png
6,croped\Ag1517_0_0_0_0.png
4,croped\Ag152_0_0_0_0.png
6,croped\Ag1521_0_0_0_0.png
3,croped\Ag1523_0_0_0_0.png
2,croped\Ag1526_0_0_0_0.png
2,croped\Ag1527_0_0_0_0.png
2,croped\Ag1528_0_0_0_0.png
4,croped\Ag153_0_0_0_0.png
2,croped\Ag1530_0_0_0_0.png
5,croped\Ag1531_0_0_0_0.png
4,croped\Ag1534_0_0_0_0.png
6,croped\Ag1536_0_0_0_0.png
4,croped\Ag1537_0_0_0_0.png
4,croped\Ag154_0_0_0_0.png
4,croped\Ag1540_0_0_0_0.png
4,croped\Ag1541_0_0_0_0.png
6,croped\Ag1542_0_0_0_0.png
6,croped\Ag1544_0_0_0_0.png
0,croped\Ag1547_0_0_0_0.png
0,croped\Ag1548_0_0_0_0.png
0,croped\Ag1549_0_0_0_0.png
4,croped\Ag155_0_0_0_0.png
5,croped\Ag1550_0_0_0_0.png
5,croped\Ag1551_0_0_0_0.png
5,croped\Ag1552_0_0_0_0.png
6,croped\Ag1553_0_0_0_0.png
2,croped\Ag1555_0_0_0_0.png
2,croped\Ag1556_0_0_0_0.png
2,croped\Ag1557_0_0_0_0.png
2,croped\Ag1558_0_0_0_0.png
2,croped\Ag1559_0_0_0_0.png
4,croped\Ag156_0_0_0_0.png
6,croped\Ag1560_0_0_0_0.png
6,croped\Ag1562_0_0_0_0.png
3,croped\Ag1563_0_0_0_0.png
3,croped\Ag1564_0_0_0_0.png
3,croped\Ag1565_0_0_0_0.png
6,croped\Ag1566_0_0_0_0.png
6,croped\Ag1567_0_0_0_0.png
6,croped\Ag1568_0_0_0_0.png
2,croped\Ag1569_0_0_0_0.png
5,croped\Ag157_0_0_0_0.png
2,croped\Ag1570_0_0_0_0.png
2,croped\Ag1575_0_0_0_0.png
6,croped\Ag1577_0_0_0_0.png
2,croped\Ag1580_0_0_0_0.png
2,croped\Ag1583_0_0_0_0.png
2,croped\Ag1584_0_0_0_0.png
5,croped\Ag1585_0_0_0_0.png
5,croped\Ag1586_0_0_0_0.png
2,croped\Ag1591_0_0_0_0.png
2,croped\Ag1592_0_0_0_0.png
6,croped\Ag1593_0_0_0_0.png
6,croped\Ag1594_0_0_0_0.png
2,croped\Ag1595_0_0_0_0.png
2,croped\Ag1597_0_0_0_0.png
2,croped\Ag1598_0_0_0_0.png
4,croped\Ag16_0_0_0_0.png
4,croped\Ag160_0_0_0_0.png
2,croped\Ag1601_0_0_0_0.png
2,croped\Ag1602_0_0_0_0.png
5,croped\Ag1604_0_0_0_0.png
5,croped\Ag1605_0_0_0_0.png
4,croped\Ag1608_0_0_0_0.png
5,croped\Ag1609_0_0_0_0.png
4,croped\Ag161_0_0_0_0.png
6,croped\Ag1610_0_0_0_0.png
0,croped\Ag1612_0_0_0_0.png
6,croped\Ag1613_0_0_0_0.png
5,croped\Ag1614_0_0_0_0.png
0,croped\Ag1615_0_0_0_0.png
5,croped\Ag1619_0_0_0_0.png
5,croped\Ag1620_0_0_0_0.png
5,croped\Ag1621_0_0_0_0.png
6,croped\Ag1623_0_0_0_0.png
4,croped\Ag1624_0_0_0_0.png
4,croped\Ag1625_0_0_0_0.png
4,croped\Ag1626_0_0_0_0.png
5,croped\Ag1627_0_0_0_0.png
2,croped\Ag1628_0_0_0_0.png
2,croped\Ag1629_0_0_0_0.png
6,croped\Ag163_0_0_0_0.png
2,croped\Ag1631_0_0_0_0.png
2,croped\Ag1632_0_0_0_0.png
0,croped\Ag1635_0_0_0_0.png
0,croped\Ag1636_0_0_0_0.png
0,croped\Ag1637_0_0_0_0.png
4,croped\Ag1638_0_0_0_0.png
6,croped\Ag1640_0_0_0_0.png
6,croped\Ag1641_0_0_0_0.png
5,croped\Ag1642_0_0_0_0.png
2,croped\Ag1643_0_0_0_0.png
2,croped\Ag1645_0_0_0_0.png
2,croped\Ag1648_0_0_0_0.png
2,croped\Ag1649_0_0_0_0.png
4,croped\Ag165_0_0_0_0.png
2,croped\Ag1651_0_0_0_0.png
2,croped\Ag1653_0_0_0_0.png
2,croped\Ag1654_0_0_0_0.png
1,croped\Ag1655_0_0_0_0.png
2,croped\Ag1656_0_0_0_0.png
2,croped\Ag1657_0_0_0_0.png
2,croped\Ag1658_0_0_0_0.png
3,croped\Ag1659_0_0_0_0.png
6,croped\Ag166_0_0_0_0.png
3,croped\Ag1660_0_0_0_0.png
2,croped\Ag1661_0_0_0_0.png
2,croped\Ag1662_0_0_0_0.png
2,croped\Ag1663_0_0_0_0.png
2,croped\Ag1664_0_0_0_0.png
2,croped\Ag1665_0_0_0_0.png
6,croped\Ag167_0_0_0_0.png
1,croped\Ag1670_0_0_0_0.png
2,croped\Ag1671_0_0_0_0.png
2,croped\Ag1672_0_0_0_0.png
2,croped\Ag1673_0_0_0_0.png
2,croped\Ag1674_0_0_0_0.png
2,croped\Ag1675_0_0_0_0.png
1,croped\Ag1676_0_0_0_0.png
0,croped\Ag1677_0_0_0_0.png
4,croped\Ag1678_0_0_0_0.png
2,croped\Ag1682_0_0_0_0.png
2,croped\Ag1683_0_0_0_0.png
6,croped\Ag1685_0_0_0_0.png
2,croped\Ag1686_0_0_0_0.png
6,croped\Ag1687_0_0_0_0.png
5,croped\Ag1688_0_0_0_0.png
6,croped\Ag1689_0_0_0_0.png
3,croped\Ag169_0_0_0_0.png
5,croped\Ag1690_0_0_0_0.png
0,croped\Ag1691_0_0_0_0.png
0,croped\Ag1692_0_0_0_0.png
0,croped\Ag1693_0_0_0_0.png
0,croped\Ag1694_0_0_0_0.png
2,croped\Ag1695_0_0_0_0.png
6,croped\Ag1696_0_0_0_0.png
6,croped\Ag1697_0_0_0_0.png
6,croped\Ag1698_0_0_0_0.png
3,croped\Ag1699_0_0_0_0.png
4,croped\Ag17_0_0_0_0.png
3,croped\Ag1700_0_0_0_0.png
5,croped\Ag1701_0_0_0_0.png
0,croped\Ag1702_0_0_0_0.png
0,croped\Ag1703_0_0_0_0.png
0,croped\Ag1704_0_0_0_0.png
0,croped\Ag1705_0_0_0_0.png
6,croped\Ag1707_0_0_0_0.png
6,croped\Ag1709_0_0_0_0.png
6,croped\Ag171_0_0_0_0.png
6,croped\Ag1710_0_0_0_0.png
0,croped\Ag1712_0_0_0_0.png
0,croped\Ag1713_0_0_0_0.png
3,croped\Ag1715_0_0_0_0.png
2,croped\Ag1717_0_0_0_0.png
2,croped\Ag1718_0_0_0_0.png
2,croped\Ag1719_0_0_0_0.png
3,croped\Ag172_0_0_0_0.png
2,croped\Ag1720_0_0_0_0.png
1,croped\Ag1721_0_0_0_0.png
2,croped\Ag1722_0_0_0_0.png
2,croped\Ag1723_0_0_0_0.png
2,croped\Ag1724_0_0_0_0.png
2,croped\Ag1727_0_0_0_0.png
3,croped\Ag1728_0_0_0_0.png
3,croped\Ag173_0_0_0_0.png
5,croped\Ag1730_0_0_0_0.png
5,croped\Ag1731_0_0_0_0.png
6,croped\Ag1733_0_0_0_0.png
3,croped\Ag1734_0_0_0_0.png
6,croped\Ag1735_0_0_0_0.png
6,croped\Ag1736_0_0_0_0.png
5,croped\Ag1738_0_0_0_0.png
5,croped\Ag1739_0_0_0_0.png
4,croped\Ag1740_0_0_0_0.png
6,croped\Ag1741_0_0_0_0.png
5,croped\Ag1742_0_0_0_0.png
6,croped\Ag1744_0_0_0_0.png
2,croped\Ag1746_0_0_0_0.png
5,croped\Ag1748_0_0_0_0.png
4,croped\Ag175_0_0_0_0.png
5,croped\Ag1751_0_0_0_0.png
0,croped\Ag1753_0_0_0_0.png
0,croped\Ag1754_0_0_0_0.png
0,croped\Ag1755_0_0_0_0.png
0,croped\Ag1756_0_0_0_0.png
0,croped\Ag1757_0_0_0_0.png
0,croped\Ag1758_0_0_0_0.png
0,croped\Ag1759_0_0_0_0.png
4,croped\Ag176_0_0_0_0.png
6,croped\Ag1761_0_0_0_0.png
6,croped\Ag1763_0_0_0_0.png
6,croped\Ag1765_0_0_0_0.png
6,croped\Ag1767_0_0_0_0.png
6,croped\Ag1768_0_0_0_0.png
0,croped\Ag1769_0_0_0_0.png
4,croped\Ag177_0_0_0_0.png
0,croped\Ag1770_0_0_0_0.png
6,croped\Ag1771_0_0_0_0.png
5,croped\Ag1772_0_0_0_0.png
6,croped\Ag1776_0_0_0_0.png
5,croped\Ag1777_0_0_0_0.png
6,croped\Ag1778_0_0_0_0.png
5,croped\Ag1779_0_0_0_0.png
4,croped\Ag178_0_0_0_0.png
4,croped\Ag1780_0_0_0_0.png
6,croped\Ag1781_0_0_0_0.png
6,croped\Ag1783_0_0_0_0.png
4,croped\Ag1784_0_0_0_0.png
6,croped\Ag1785_0_0_0_0.png
4,croped\Ag1786_0_0_0_0.png
4,croped\Ag1787_0_0_0_0.png
6,croped\Ag1788_0_0_0_0.png
4,croped\Ag179_0_0_0_0.png
6,croped\Ag1790_0_0_0_0.png
6,croped\Ag1791_0_0_0_0.png
4,croped\Ag1792_0_0_0_0.png
4,croped\Ag1793_0_0_0_0.png
6,croped\Ag1796_0_0_0_0.png
6,croped\Ag1797_0_0_0_0.png
2,croped\Ag1799_0_0_0_0.png
4,croped\Ag18_0_0_0_0.png
4,croped\Ag180_0_0_0_0.png
2,croped\Ag1800_0_0_0_0.png
3,croped\Ag1801_0_0_0_0.png
3,croped\Ag1802_0_0_0_0.png
3,croped\Ag1803_0_0_0_0.png
3,croped\Ag1804_0_0_0_0.png
3,croped\Ag1805_0_0_0_0.png
3,croped\Ag1806_0_0_0_0.png
6,croped\Ag1807_0_0_0_0.png
6,croped\Ag1808_0_0_0_0.png
4,croped\Ag181_0_0_0_0.png
2,croped\Ag1812_0_0_0_0.png
2,croped\Ag1814_0_0_0_0.png
6,croped\Ag1816_0_0_0_0.png
5,croped\Ag1817_0_0_0_0.png
3,croped\Ag1818_0_0_0_0.png
4,croped\Ag182_0_0_0_0.png
6,croped\Ag1820_0_0_0_0.png
0,croped\Ag1821_0_0_0_0.png
6,croped\Ag1822_0_0_0_0.png
5,croped\Ag1823_0_0_0_0.png
6,croped\Ag1825_0_0_0_0.png
6,croped\Ag1826_0_0_0_0.png
4,croped\Ag1827_0_0_0_0.png
4,croped\Ag1828_0_0_0_0.png
6,croped\Ag1829_0_0_0_0.png
4,croped\Ag183_0_0_0_0.png
